연번,시도청,경찰서,관서명,구분,주소
364,대구청,대구북부,산격,지구대,대구광역시 북구  연암로 114
365,대구청,대구수성,고산,지구대,대구광역시 수성구  고산로 150
366,대구청,대구수성,황금,지구대,대구광역시 수성구  청수로 245
367,대구청,대구수성,만촌,지구대,대구광역시 수성구  무열로 111
368,대구청,대구수성,상동,지구대,대구광역시 수성구  들안로 54
369,대구청,대구수성,지산,지구대,대구광역시 수성구  지범로 155
370,대구청,대구수성,범어,지구대,대구광역시 수성구  동대구로 313
371,대구청,대구수성,파동,파출소,대구광역시 수성구  파동로 2길 30
372,대구청,대구달서,월배,지구대,대구광역시 달서구  월배로 108
373,대구청,대구달서,상인,지구대,대구광역시 달서구  상인서로 36
374,대구청,대구달서,송현,지구대,대구광역시 달서구  학산로 184
375,대구청,대구달서,월성,파출소,대구광역시 달서구  월성로 69
376,대구청,대구달서,대곡,파출소,대구광역시 달서구  갈밭로 51
377,대구청,대구성서,신당,지구대,대구광역시 달서구  선원로 62
378,대구청,대구성서,죽전,파출소,대구광역시 달서구  용산로 212
379,대구청,대구성서,성당,파출소,대구광역시 달서구  구마로39길 83-16
380,대구청,대구성서,두류3동,파출소,대구광역시 달서구  야외음악당로 202
381,대구청,대구성서,성서,파출소,대구광역시 달서구  달구벌대로 1327
382,대구청,대구성서,용산,파출소,대구광역시 달서구  선원로 276
383,대구청,대구성서,두류,파출소,대구광역시 달서구  야외음악당로 280
384,대구청,대구성서,감삼,파출소,대구광역시 달서구  달구벌대로 1606
385,대구청,대구달성,가창,파출소,대구광역시 달성군 가창면 가창로 1076
386,대구청,대구달성,공단,파출소,대구광역시 달성군 논공읍 논공중앙로33길 7
387,대구청,대구달성,논공,파출소,대구광역시 달성군 논공읍 비슬로 1788
388,대구청,대구달성,구지,파출소,대구광역시 달성군 구지면 창리로11길 51
389,대구청,대구달성,화남,파출소,대구광역시 달성군 화원읍 비슬로 2480
390,대구청,대구달성,화원,파출소,대구광역시 달성군 화원읍 명천로 100
391,대구청,대구달성,옥포,파출소,대구광역시 달성군 옥포읍 비슬로 2294 
392,대구청,대구달성,다사,지구대,대구광역시 달성군 다사읍 세천로 100 
393,대구청,대구달성,현풍,파출소,대구광역시 달성군 현풍읍 현풍중앙로 70
394,대구청,대구달성,유가,파출소,대구광역시 달성군 유가읍 테크노상업로 99
395,대구청,대구달성,하빈,파출소,대구광역시 달성군 하빈면 달구벌대로 55길 58-4
396,대구청,대구강북,동천,지구대,대구광역시 북구  구암로 157
397,대구청,대구강북,강북,지구대,대구광역시 북구  동암로 171 
398,대구청,대구강북,무태,파출소,대구광역시 북구  서변로 62
399,대구청,대구강북,관문,파출소,대구광역시 북구 한강로 103
400,대구청,대구군위,부계,파출소,대구광역시 군위군 부계면 창평길 29 
401,대구청,대구군위,의흥,파출소,대구광역시 군위군 의흥면 읍내6길 7
402,대구청,대구군위,중앙,파출소,대구광역시 군위군 군위읍 중앙길 73
403,대구청,대구군위,효령,파출소,대구광역시 군위군 효령면 치산효령로 2383
404,인천청,인천중부,신흥,지구대,인천광역시 중구 서해대로 399
405,인천청,인천중부,송림,지구대,인천광역시 동구 송림로 46-1
406,인천청,인천중부,하인천,지구대,인천광역시 중구 제물량로 266
407,인천청,인천중부,공항,지구대,인천광역시 중구 흰바위로27번길 12
408,인천청,인천중부,연안,파출소,인천광역시 중구 연안부두로 22
409,인천청,인천중부,영흥,파출소,인천광역시 옹진군 영흥면 영흥북로 29
410,인천청,인천중부,북도,파출소,인천광역시 옹진군 시도로 61번길 91
411,인천청,인천중부,대청,파출소,인천광역시 옹진군 대청로 7번길 9
412,인천청,인천중부,연평,파출소,인천광역시 옹진군 연평면 연평로137번길 5
413,인천청,인천중부,백령,파출소,인천광역시 옹진군 백령면 백령로278번길 57
414,인천청,인천중부,덕적,파출소,인천광역시 옹진군 덕적면 덕적북로 117번길
415,인천청,인천중부,용유,파출소,인천광역시 중구 마시란로 314-20 
416,인천청,인천중부,송현,파출소,인천광역시 동구  수문통로 77
417,인천청,인천중부,동인천,파출소,인천광역시 중구  참외전로 119
418,인천청,인천중부,서흥,파출소,인천광역시 동구  샛골로 195 
419,인천청,인천중부,영종,지구대,인천광역시 중구 하늘달빛로 118
420,인천청,인천미추홀,학동,지구대,인천 미추홀구 학익소로63번길 92
421,인천청,인천미추홀,숭의,지구대,인천 미추홀구 용현동 488-109
422,인천청,인천미추홀,도화,지구대,인천 미추홀구 숙골로87번길 22
423,인천청,인천미추홀,주안역,지구대,인천 미추홀구 주안로 71
424,인천청,인천미추홀,주안,지구대,인천 미추홀구 인하로448
425,인천청,인천미추홀,문학,지구대,인천 미추홀구 소성로 340
426,인천청,인천미추홀,주안2,파출소,인천 미추홀구 인하로 196
427,인천청,인천미추홀,용오,파출소,인천 미추홀구 용오로 24
428,인천청,인천미추홀,석암,파출소,인천 미추홀구 경인로 455-1
429,인천청,인천남동,만수,지구대,인천광역시 남동구 만수서로 68
430,인천청,인천남동,구월,지구대,인천 남동구 인하로 623
431,인천청,인천남동,간석,지구대,인천 남동구 석산로 176
432,인천청,인천남동,정각,지구대,인천 남동구 용천로74
433,인천청,인천남동,간석4,파출소,인천 남동구 석정로522번길 7
434,인천청,인천남동,구월3,파출소,인천광역시 남동구 문화서로49번길 16
435,인천청,인천부평,철마,지구대,인천광역시 부평구 마장로251
436,인천청,인천부평,동암,지구대,인천광역시 부평구 배곶로 50 
437,인천청,인천부평,역전,지구대,인천광역시 부평구 광장로 6
438,인천청,인천부평,백운,파출소,인천광역시 부평구 마장로 84
439,인천청,인천부평,청천,지구대,인천광역시 부평구 안남로 307
440,인천청,인천부평,부평2,파출소,인천광역시 부평구 부영로 7
441,인천청,인천서부,검단,지구대,인천광역시 서구 완정로 181
442,인천청,인천서부,서곶,지구대,인천광역시 서구  승학로402번길 
443,인천청,인천서부,가좌,지구대,인천광역시 서구 원적로 59
444,인천청,인천서부,석남,지구대,인천광역시 서구  가정로294번길 23
445,인천청,인천서부,청라,지구대,인천광역시 서구  청라라임로 66
446,인천청,인천서부,가석,파출소,인천광역시 서구  서달로 121 
447,인천청,인천서부,불로,지구대,인천광역시 서구  검단로 755 번길 9
448,인천청,인천서부,가정,지구대,인천광역시 서구 가정로406번길 25
449,인천청,인천서부,가정,지구대,인천광역시 서구 당하동 1097-3
450,인천청,인천계양,계산,지구대,인천광역시 계양구  오조산로 43 
451,인천청,인천계양,효성,지구대,인천광역시 계양구  안남로554번길 31 
452,인천청,인천계양,계양산,지구대,인천광역시 계양구  계양산로 92
453,인천청,인천계양,장기,파출소,인천광역시 계양구  장기서로 6 
454,인천청,인천계양,계산1,파출소,인천광역시 계양구  계산천동로19번길 14 
455,인천청,인천강화,송해,파출소,인천광역시 강화군 송해면 강화대로 691 
456,인천청,인천강화,길상,파출소,인천광역시 강화군 길상면 온수길36번길 7 
457,인천청,인천강화,삼산,파출소,인천광역시 강화군 삼산면 삼산북로 465
458,인천청,인천강화,교동,파출소,인천광역시 강화군 교동면 대룡안길54번길 14
459,인천청,인천강화,서도,파출소,인천광역시 강화군 서도면 주문도길 58
460,인천청,인천강화,불은,파출소,인천광역시 강화군 불은면 강화동로 558 
461,인천청,인천강화,화도,파출소,인천광역시 강화군 화도면 마니산로732
462,인천청,인천강화,양도,파출소,인천광역시 강화군 양도면 강화남로 722 
463,인천청,인천강화,내가,파출소,인천광역시 강화군 내가면 강화서로 243
464,인천청,인천강화,심도,지구대,인천광역시 강화군 강화읍 동문안길 17
465,인천청,인천강화,선원,파출소,인천광역시 강화군 선원면 대문고개로 4
466,인천청,인천강화,양사,파출소,인천광역시 강화군 양사면 전망대로 1381-3
467,인천청,인천강화,하점,파출소,인천광역시 강화군 하점면 강화대로 1186
468,인천청,인천연수,연수,지구대,인천광역시 연수구  함박뫼로 11-8 
469,인천청,인천연수,동춘,지구대,인천광역시 연수구  먼우금로45번길 5 
470,인천청,인천연수,송도국제도시,지구대,인천광역시 연수구  해돋이로 96
471,인천청,인천연수,송도국제도시2,지구대,인천광역시 연수구 송도과학로51번길 70
472,인천청,인천연수,옥련,지구대,인천광역시 연수구 비류대로 215
473,인천청,인천연수,선학,파출소,인천광역시 연수구  선학로 58 
474,인천청,인천삼산,갈산,지구대,인천광역시 부평구 굴포로7번길 43
475,인천청,인천삼산,부흥,지구대,"인천광역시 부평구 부개로4, 부흥지구대"
476,인천청,인천삼산,중앙,지구대,인천광역시 부평구 주부토로 10 
477,인천청,인천삼산,부개,파출소,일신로31
478,인천청,인천삼산,부개2,파출소,인천광역시 부평구 충선로 49
479,인천청,인천논현,만월,지구대,인천 남동구 장승남로 47번길 7
480,인천청,인천논현,논현,지구대,인천 남동구 앵고개로 797
481,인천청,인천논현,남동산단,파출소,인천 남동구 남동대로239번길 112
482,인천청,인천논현,서창,지구대,"인천 남동구 독곡로 30, 서창지구대"
483,광주청,광주광산,수완,지구대,광주광역시 광산구  수완로 63
484,광주청,광주광산,첨단,지구대,광주광역시 광산구  첨단중앙로106번길 65-15
485,광주청,광주광산,우산,지구대,광주광역시 광산구 사암로 106번길 3
486,광주청,광주광산,월곡,지구대,광주광역시 광산구  사암로 390번길 13-16
487,광주청,광주광산,도산,지구대,광주광역시 광산구  상무대로 93
488,광주청,광주광산,송정,파출소,광주광역시 광산구  신흥신기안길 31-6
489,광주청,광주광산,하남,파출소,광주광역시 광산구  고봉로 124
490,광주청,광주광산,비아,파출소,광주광역시 광산구  비아중앙로31번길 14
491,광주청,광주광산,평동,파출소,광주광역시 광산구  평동로 790-16
492,광주청,광주광산,동곡,파출소,광주광역시 광산구  동곡로 155
493,광주청,광주광산,삼도,파출소,광주광역시 광산구  삼도로 341-3
